album_id,album_name,release_date,release_date_precision
1BZyUaPqQrSfnK1OCSEFau,Damned In Black,2000,year
7cuQrfE3R8cX53zLoGF6Ma,At The Heart Of Winter,1999,year
1g3kEuw4y57wcndBg3VMaw,Blizzard Beasts,1997,year
1XcSeRzPDXZfgatgAWB1zw,Battles in the North,1994,year
1oiueifrAKrGjrxZzpCYkQ,Pure Holocaust,1993,year
3wtTlO4zNRv7voXbDmO4ZW,Diabolical Fullmoon Mysticism,1992,year
7ks1taIwddDv4bjFrujxn2,A Heartless Portrait (The Orphéan Testament),2022-05-20,day
1y573yHuZyE7wHMjp7Ll0i,Before the Aftermath (Live In Gothenburg),2022-01-28,day
5x7iT8UItd7SdDwf6tQzpb,Escape of the Phoenix,2021-02-26,day
7IBDcZQla4fTMEmjzcHneu,The Atlantic,2019-01-25,day
1v0fzHYZBtVxH8Uq9pCcUY,The Storm Within,2016-09-09,day
5bV3rbRqJodSFV8yOhoKCS,The Storm Within (Track Commentary Version),2016-08-26,day
2NgZjo81568UmY1O1ti7Hw,Hymns for the Broken (Spanish Version),2014-09-26,day
2lEGHC7EofWjsInE9fFb1V,Glorious Collision (Remasters Edition),2011-02-22,day
1vkZ0zsAmUMSeF3eQPcV5d,Torn (Remasters Edition),2008-09-19,day
4A9fiGsthhZvSxZYXkPbjb,Monday Morning Apocalypse (Remasters Edition),2006-04-04,day
5d8vTCK53HZnC2LCDDoIye,A Night to Remember (Live) [Remasters Edition],2005-03-15,day
7I5VVNo1s1tqSjMGwvtnNl,The Inner Circle (Remasters Edition),2004-04-27,day
79an5lJLqFoj5KYKJj4zJa,Recreation Day (Remasters Edition),2003-03-11,day
6O1XnMxcpuxiaUMcmtAfVu,In Search of Truth (Remasters Edition),2001-11-13,day
3q8IFTCSew0BvjLjI6knbq,"Solitude, Dominance, Tragedy (Remasters Edition)",1999-03-17,day
3kXal6CPWDkZt4grspL0ZM,The Dark Discovery (Remasters Edition),1998-03-16,day
0tdRNZ2Rb53OoY6CioMdZy,Beyond The Black,2023-01-13,day
0thD1dOyYRoUBK3gzj2TOp,Hørizøns,2020-06-19,day
7zaPsyfMC4Jory7sTyrZ4l,Songs of Love and Death,2019-06-07,day
6KEsvcKdnCdRnJ1zWpMFpE,Heart of the Hurricane,2018-08-31,day
6rHYji8tiB2Jfo3P1Uegvv,Mardi Gras 2020 (Live),2021-01-15,day
47c0UERxInD1oZfpIlweCh,Voyager (Instrumentals),2019-07-12,day
5UWEPNU1vVbtxCBvI0ptOW,MOSAIC,2017-06-23,day
1LjMwq3OmI84JvmT66bOHp,With the Unity Orchestra - Live from New Orleans - 311 Day 2014,2014-11-18,day
6grw0BU5NwvuvMmoxMAlaO,Stereolithic,2014-03-11,day
45H7sTAuALcaEGnktvygP5,Universal Pulse,2011-07-19,day
6qN1P4yOuxEPUPjYYSxURu,Uplifter,2009-06-02,day
4zy0D0ld2COA9jisHTRn7c,Don't Tread On Me,2005-08-16,day
6DTpMZK1isw7VmLzdXy8Fq,Evolver,2003-07-22,day
3TRn4uDntIyJV3bnu2Mnn1,From Chaos,2001-06-19,day
4m0jnlUGcgxFUjF7JfearQ,Soundsystem,1999-10-12,day
0QpbVQ6bqupmRffofu04vu,311 Live,1998-11-03,day
66MztQRqLYgND6LTeIpRFx,Transistor,1997-08-05,day
6VIeIM5tetuv7FrYxISffU,311,1995-07-11,day
7K7QZZ3oPeqQ3Gg1K9fqmZ,Grassroots,1994-07-12,day
4MCopKPStHNf57HclK4Ds6,Music,1993-02-09,day
40OiBOttM0iJXZ8cCkFbxR,Dying of Everything,2023-01-13,day
4C6sMPVwfWoPu4OAeoWl6d,Slowly We Rot - Live and Rotting,2022-07-13,day
07xZ3ekk1HHTTdoYSwlGsm,Obituary,2017-03-17,day
2tpusUCrT3p1JZV259KfmD,Ten Thousand Ways to Die,2016-10-21,day
4t3LpnsYsu1RBOwHkmwh8k,Inked in Blood (Deluxe Version),2014-10-27,day
4s0rS2NQQMr3F4ld83DHSA,Frozen In Time [Special Edition],2005-07-11,day
2vqGxJw1LrvDeMeR5Y2Rk9,Dead (Live),1998-04-20,day
6Nt3MIvrpxlmfaAOb7hJjB,Back from the Dead,1997-04-14,day
1v85Dh6dEV1KpfCmoPy0pM,World Demise,1994,year
4BJebFWhTWr1Ttfz6z3kOH,The End Complete (Reissue),1992,year
79fVRZLnIqS3FytTLfTBT4,Cause of Death (Reissue),1990,year
7H5MWoD8M6dEQoSj3SMHP7,Slowly We Rot (Reissue),1989,year
0CcDfJBKaeVMG0TIG1SYek,"Party In My Mind (Live In New Haven, Connecticut '88)",2020-10-15,day
0gfHH6SESJ9Vz7aRL9mhVD,Shade,2017-09-08,day
5ocaCKcsA1wllIg9yZ475q,Who Shot Ya,2016-09-09,day
2YBGtxvl70bfiXQtdxp9Gy,The Chair in the Doorway,2009-09-15,day
1iTg8DHF3PrLDOXTAIkohW,The Paris Concert,2009-01-30,day
07GWRi61mRCC4mISJhlShd,Live from CBGB's,2005-01-10,day
6KrDgEoWD99na4gi3hyG9E,"What's Your Favorite Color? (Remixes, B-sides & Rarities)",2005,year
78ei1QGLE8qJVNNgRgkePD,Collideoscope,2003-10-07,day
2m33kBoxdmJBgGPEAbxlHo,Time Is Now (Recorded Live),1994,year
1Co7Q6yzEFiPQDcOAcdbHW,STAIN,1993-02-18,day
1hy7JYAMhhuhpSwTEwCYKR,Biscuits,1991-09-01,day
2rNAZnGy5aH1enh3NRn6IA,Time'S Up,1990-08-28,day
532IlegHv3OfVGgyCFGBTs,Vivid (Expanded Edition),1988,year
2jtiryBrS4WD7wX6JdrLkM,A Fuego en la Piel,2016-04-08,day
1Zg6dSkzjneJjShQMgVa3C,Dejándonos la Piel (En Directo),2012-06-13,day
31c7kYT0mZvU8lA0LspR3e,Larga Vida,2008-05-28,day
3nMP4AAgWGQofnFYKmS49M,El Legado de Judas,2003-05-30,day
3jLWUy02JKPQOKtuKoou5q,Un Poco Más,2001,year
4VKJh8AnOAp1tFmg852Nms,Ja Ja,1999-11-25,day
3Q0ElZiEA7GBDcqNyeF71r,In Stasis,2022-04-15,day
3TolVtFlrVEwzIwpOXEW75,Phronesis,2018-10-05,day
213Qf05kTcKCSq1Wc21Rhn,The Amanuensis,2014-07-08,day
4Bm4m1NdTNKhc0Co0WPBZN,Gnosis,2012-09-25,day
3ENQtNYF2dLk3vwHP67oy0,Misery Made Me (Deluxe),2023-04-07,day
3Dc0NWGnXDqRsf4sjV8JpX,Misery Made Me,2022-05-06,day
0jseldUUfdYrp6TZKRqkYy,Redux II,2020-11-20,day
4orRroMtRrVGnlpheJbuap,A Beautiful Place To Drown,2020-03-06,day
27SoFyJtjSQeHqpyQnAcFB,When Broken 15 Easily Fixed (Live),2019-11-19,day
4OrWqio8gZ77ewMw7UtZ8l,Redux: The First 10 Years,2019-04-12,day
7EAVX7J3DRvhbMiKjgtgvB,Dead Reflection,2017-07-14,day
44ujdm2Jrtu1G3EbGEuZYg,I Am Alive In Everything I Touch,2015-03-31,day
1VDYYIFiTAJlUYkSHZyFtk,This Is How The Wind Shifts: Addendum,2013-10-15,day
21z6rFqq3IwjQHsb7sRtbW,Short Songs,2012-02-07,day
1UMtJPCxv7YQvm3IVZjWcm,Rescue (Deluxe Version),2011-04-26,day
32OVJGTyLvC9P8kM32SIJv,"Decade (Live At The El Macambo, Toronto, CA / 18-21 Mar 2010)",2010-06-08,day
05OgjuvYwliwjcFq6EFWSA,A Shipwreck In The Sand (Bonus Track Version),2009-03-31,day
3LFIPmV46gg9CT3ZGqGcow,Arrivals & Departures,2007-07-02,day
4tTe7SZog4OiNO2CO3HZjx,18 Candles: The Early Years,2006-05-30,day
6j7O6N9Tp2Tac9hkEpt0zZ,Discovering The Waterfront,2005-08-16,day
3fEej3BLA97fBcKe61PeSc,When Broken Is Easily Fixed,2003-05-20,day
11iXYUWwFTiYJF99BdzGaH,The Reign,2017-08-11,day
0Hyl6bhLqtLtt5WsAHdbaD,When The Smoke Clears,2015-05-08,day
4IDbTlNOROhicwaqXwO6IB,Welcome To The Freakshow,2012-01-01,day
3VOuvBhZ7zDW5aEnBLbvhl,All American Nightmare,2010-01-01,day
4zTHXE6FYzyKOlPswHAsUR,Take It To The Limit,2008-01-01,day
2SmDuZSWtjukp9gkG2mcBQ,Extreme Behavior,2005-01-01,day
5bdJkLwLzRAtMFDMFGBgBd,Hard Climb (Live),2022-05-31,day
0oyS0t3T22suwKn8e1erQ7,Live in the 70s,2021-09-24,day
4gRT42CtFY5L8d2JYzVKMe,Rock Fall! (Live 1985),2019-10-24,day
3Sw7a2O0dqOw54mxSDkoKJ,Live at Woodstock,2019-07-26,day
1ilAlXbPMpM3R7u2lQ1qKL,Heavy Hits Live!,2018-08-31,day
4m7bHBJOYnnyUqAbT8JZQZ,Live In Melle,2017,year
1j03nYdLDqprkrlgzP17sc,"Mississippi Queen: Live at Capitol Theatre, Passaic, NJ 30 Dec '73 [(Remastered) [Bonus Version]]",2016-12-22,day
44KGQjQKk632vAhkX7IIdS,Live Hits,2015-02-23,day
7o3XOGq5glKXpRXmaVAaPJ,The Man and the Mountain,2013-07-08,day
1IhY32xZ5rMaJTDBRMaN8l,"Official Live Bootleg Series Vol. 16 - Tempe, Arizona 2 February 1982",2012-10-15,day
6cuCsDGfQThMNxJQufgxPM,"Official Live Mountain Bootleg Series Vol. 8: Pineknob Theatre, Detroit, Michigan 7 June 1985",2012-06-25,day
10ew72FDKRdsFGHsSi81Bu,Official Live Mountain Bootleg Series Vol. 9,2012-03-14,day
7yeSo20Oc3eDl2OULsvr9o,"Official Live Mountain Bootleg Series, Volume 3",2012-02-20,day
4Cm2lLPlRjfNBEZccILDIk,First Steps,2009-11-02,day
7oRKWCEZqlVRLBfZT4hnjm,Masters of War,2007,year
63WEXC14icohEsRNJzTdrm,Eruption Live In Europe,2006-08-24,day
3idgEUFDWUSMkrMhM2Cv5y,New Year Concert 1971 (Live),2006-06-01,day
2KR20wZD0qXF9FiSiKtpNj,New Year Concert 1971,2006,year
12aMpUxK2W4upUrPxWsxb6,Mystic Fire,2002-01-01,day
5qFJv8ex6i16YjG7MVo7wG,High,2002,year
221Iv21umtu2WvqNnmudoH,Man's World,1995,year
6GPzzm5b9Q32ZVSyA5cS0X,"Three Giants, One Tour - Live in Germany in 1992",1992-05-03,day
1690xqVIf40ZHsrK5pUXla,Go for Your Life,1985-03-09,day
4ysWPJHRPAth0ny6p6i7AJ,Go For Your Life,1985-02-11,day
0EmeecWG0HquNl0lLjOeTn,Avalanche,1974-07-01,day
2K4FPQu1byL60wp3PnaNTX,Twin Peaks,1974,year
73Lij8gmkU5zjhlrBh220A,Live: The Road Goes Ever On,1972-09-13,day
6OtIPeSbwUaH7BEdb5bKbJ,Flowers Of Evil,1971-04-16,day
5KaDo5vQFbreb59gs1eatf,Nantucket Sleighride,1971,year
2tWvZmP9EVRYqmWyJPLzjP,Climbing!,1970,year
2zgYEPv0vwcCIz8IR1ZQn6,The Early Days (Live in Studio),2021-07-06,day
00oBoAA6p3N4jUGAGk19zr,The Heretics,2019-02-15,day
261LnV8eQ6ZaNmh7A5SjF3,Rituals,2016-02-12,day
3MhPSP0jvJmelmUSIhmlHW,Lucifer over Athens,2015-08-21,day
3z7rdtYy9L5RYgTpRQBygo,Kata Ton Daimona Eaytoy (Do What Thou Wilt),2013-03-05,day
16ywSYjE1gvCU1GtlYVXgV,Aealo,2010,year
3jjgPMdIx7UI46Ujz7Kp7C,Non Serviam -a 20 Year Apocryphal Story,2009,year
6KRWP7zMewaKDptpprXELC,Theogonia,2007,year
44yW7jTIrYO61KL5JmDdYN,Sanctus Diavolos,2004-07-13,day
1YWvrAM73f5NMGdF4vC5OO,Genesis,2002-07-13,day
5Ojn3U72CXlQFFT1mWxiio,Khronos,2000-07-13,day
6Rx8zQDvWr2zCHiu1GFrD5,Sleep Of The Angels,1999-01-11,day
47an4QHvCKBFZKPRuFaBB5,Triarchy of the Lost Lovers,1997-07-13,day
3o5Gb5maaKt6DZQQwk3Dal,Non Serviam,1994-10-10,day
4bata8AhdwmbOxMmZw61a2,Thy Mighty Contract (Re-issue),1993,year
641CWWOnzqy4wtkqigq0MR,The Noble Rot,2020-08-28,day
5f4yxDLe8BJRn1QTTSN5ol,New Wave,2017-10-27,day
0LOjcctjNoDOzTtoMy8O7c,Builders Of The Future,2014-01-01,day
1tiMZcCYFdY47DVEaBayhc,"Copies, Clones & Replicants",2011-08-30,day
5S6govIAIJn7JyDxDYg85H,Transform,2003-01-01,day
5H2p4hpkLk7JgZrjj79Q4Y,Anyone For Doomsday?,2001,year
3Z3yndLeHs01iYPSNzTBBk,Tonight The Stars Revolt,1999-01-01,day
2RliETqE20sf7S9l3uqGj6,True Force,1994,year
4KyTD5AR9w2kpPI8bisUmD,Madrid Río,2019-05-10,day
1xVHQEhWeidceKGst7QWch,...Y Nadie Escapó de la Evolución,2012-04-01,day
7dMEIcXrMGUV042601FWAW,Vamos Al Lio,1992-07-26,day
7hhiRBdeeYMZ2C256Htb8y,Acorralado por Ti,1984-07-01,day
2CzgbQylkWPbMPAcWWhH8T,Fuego,1983-10-03,day
5GV831mAFoHUdPtEvgXmVE,Cuentos de Ayer y de Hoy,1978-07-01,day
699SkGK5r66007onrzXzhN,Diamond Dave,2003,year
77PC1zuP9EUOZBc5L7WVzS,Your Filthy Little Mouth,1994,year
2lLFPozcsb0GS2tkbeFiJU,A Little Ain't Enough,1991,year
2mYFKWSxCYhLHSXsjLDmp4,Skyscraper,1988-01-26,day
5M9cdj3Vfuof5GJ6yu80ka,Sonrisa Salvaje,1986,year
6khfdPdHZY29zXIggRScSH,Of Love and Other Demons,2023-06-16,day
4bnSzaSDdhND80GnXOAJS8,Del Amor Y Otros Demonios,2019-02-01,day
0MoQGDD8nsSjXVPuU2qXw7,Directo En Fireworks Estudios,2017-12-24,day
69YKTKie0sFmsY1esjCIaF,El Último Caballero - X Aniversario (2014 Remixed & Remastered),2014-09-21,day
2tlLGhtBhcGZ5XC68ildfe,El Último Caballero,2010-12-05,day
5cao67ggkqLjxBREwiKZ5A,Poe,2010-11-22,day
5CISWq73PwPl4oKtHRMJ85,Obsidian - Deluxe Edition,2022-11-11,day
6QRURYmqe56BojUuWgTpX6,Obsidian,2022-04-22,day
1kVxmz2KEQSouSxJHMrYfb,Live At The Roundhouse,2020-08-28,day
7pHVnHd469Vhys77kfuAeu,Alien (Deluxe Edition),2020-07-31,day
29q56s9HFBRPKUmSfkeFZx,Alien,2019-08-02,day
7qNzGD7dTFcKZ2QaKR2NxN,Mesmer (Deluxe Edition),2019-02-08,day
4wXbKBDHOomJoEqeurRUma,Analog Future,2018-03-16,day
5shh3pqOHyS4VIdomCxeKS,Mesmer,2017-03-24,day
4GC8XJZ4kNxx2UHYtJsq2c,Node (Deluxe Edition),2016-09-09,day
2W257H5BfMiNQskIV1uZro,Node,2015-07-24,day
5StK8XAhLIasWLHGzKNAJC,Singularity (Deluxe Edition),2013-03-22,day
7adj9Ue3aHIAIRE3UrAisT,Discoveries,2011-11-11,day
3eQnF7P8dc3ZVBJ5UPs4DG,NOX:LUX,2022-03-16,day
2QZe4mWqtwWZInfnsJi60a,SCUMS,2013-04-12,day
0wIDfqv15VyabeRZ9EM0Ph,10th anniversary album Historical -The highest NIGHTMARE-,2010-10-20,day
4ZnZqgnwVm43MAWK61zoIr,NIGHTMARE 10th anniversary special act vol.1 GIANIZM -Tenmafukumetsu- (Live),2010-08-25,day
6Wo86x47btwKMZHDn15ijh,GIANIZM,2010-01-01,day
6oQ7P7yLTE7GgXAfe5iJQb,majestical parade,2009-05-13,day
0RFEhgkBKqD5wLygd3QtN1,killer show,2008-05-21,day
68N5CC4As95e2TUZzk7Qsw,Kyokuto Symphony -the Five Stars Night- @BUDOKAN (Live),2008-02-27,day
6fkESSJokXRGeL4JTZdMjB,the WORLD Ruler,2007-02-28,day
5ReMXko8PPw0Om5O6PZsRy,The Final Battle,2022-10-21,day
2CpmnoJPot6fpKKq2xVYJt,Even the Devil Believes,2020-09-04,day
4luOkLrkdSM88NPlecZT7Y,God Damn Evil,2018-04-20,day
5ScSGGqswtJb3KdqWeMiVl,Fallen,2015-10-16,day
3f8gpS7N6ra7QNQPr3dBBk,Live At The Whisky,2014-09-23,day
4wkLHEycvtYg6E2NE5fVTv,No More Hell to Pay,2013-11-05,day
3WO61BPXKpgQP8QPDbZd3K,Second Coming (Re-Recorded),2013-03-22,day
0FutLfm5AHaWhQbUcyMUwt,Murder By Pride,2009-08-28,day
2H9hEYqRyUSvN8YzciuAyN,The Roxx Regime Demos,2007-07-10,day
1yqMWLGV5Kolc9um5yk9gp,7 Weeks: Live in America 2003,2004-05-18,day
53X4wLROtXIUvVbubdkkhq,Can't Stop The Rock,1991-01-01,day
2j7vAVSvsC3BsWVagKt7P0,Against The Law,1990-01-01,day
3XvK5NpafsiwfKyd9ULCsJ,In God We Trust,1988-01-01,day
4LAVjeUmJl3h3U44sMRrfm,To Hell With The Devil,1986-01-01,day
4jFuX4WUDkdnkBjGY5NWuf,Soldiers Under Command,1985-01-01,day
0EU1cGu2arBIRmd2QZVjFf,Healing Inside Outside Every Side,2020-04-04,day
6xweGQ3yOvMEh3xTHOVfvA,Live in Bucketheadland,2019-12-19,day
67nw0A0ACzNIlsvIz5RzoG,Sigil Soundtrack,2019-05-14,day
0kAz9MXc7PWKpZ2mQAMqBB,Dreamthread,2018-08-04,day
2qnsEoqahQ3qt2JMg8uvqb,Guillotine Furnace,2017-12-09,day
7oqCdnGHktri7ZTp67HWX7,Shaded Ray,2015-07-28,day
0gquiv8oyAc0pjsw2wLGJ2,Wall to Wall Cobwebs,2015-07-27,day
14J5uERovpTK737SP07Gmb,Squid Ink Lodge,2015-07-26,day
0iOpSeMepKetd0lAx87YNM,The Time Travelers Dream,2015-07-16,day
7a78cANYHuY8pOesrvUyvY,Requiem,2015-04-16,day
0R5hIzw0pX8h44V5d08Jet,Whirlpool,2015-03-02,day
3J7TKvNlvm24MdbgdRrYVn,Ydrapoej,2015-01-02,day
5U32Kth9dUq0AsUCP8HVez,Abandoned Slaughterhouse,2014-07-12,day
365CByOhfx6Fmpa3r9ECCl,The Miskatonic Scale,2014-05-23,day
0Ea8KDgeGJ7tp0jMJym98V,Factory,2014-03-13,day
3B5hh6sP4xDBy5vR1vXxrF,The Mark of Davis,2014-01-25,day
3AStVZznCoUDt9aHVXPFxl,The Boiling Pond,2014-01-24,day
7uC6MWuX8SF08BP84zEF84,The Coats of Claude,2014-01-17,day
4fBDf47RlZjQN4RmYLqzvR,You Can't Triple Stamp a Double Stamp,2014-01-09,day
6js5D5FlpnOK58y0N0bpb3,Coat of Charms,2013-12-11,day
3SuUNX8XJ1ZedWOwiVSBAB,Twisterlend,2013-11-26,day
4vYZyqobXk2Q1xvleb5Z6c,It Smells Like Frogs,2013-11-22,day
7DHb7w856BADeMivV1MDaZ,Hollowed Out,2013-11-12,day
7LpXM8h9z8OJ8hEAuyBJU4,The Pit,2013-11-02,day
4zQYsAN3xXelag3G04WfjF,Pumpkin,2013-10-29,day
6NiiSoFnJv9JcGN8RJScm6,Mannequin Cemetery,2013-10-05,day
3omMcTqkugTJ5cvcY96ITk,Halls of Dimension,2013-09-19,day
0tB2nfXkng7EoUna0BeXcX,Pancake Heater,2013-09-05,day
3jB1Oy3rxpJ5K8AXfmRSv2,Slug Cartilage,2013-09-04,day
2V90fd2sKgz3rnZrrJrGY4,Telescape,2013-08-16,day
3k2tObFmWibxsr84jOF9SH,Forgotten Library,2013-06-04,day
6buRJp6WFBhzIdtRZa8zHt,The Silent Picture Book,2012-09-20,day
4Q7WbyfoEk3CZ7ei9wEoMJ,The Shores of Molokai,2012-08-09,day
1G9AiDGtAQm96pV1Dj4OxX,Balloon Cement,2012-04-14,day
7Fh4iQfw4z5i08oOAeP6ms,Underground Chamber,2011-08-17,day
6NfAnk2srCywtlT21wpblP,Empty Space,2011-05-20,day
62ZTo2AErwGZ7w1UG0nbgi,It's Alive,2011-05-14,day
0NuxlW4Xr70VzktDt4NiN7,Reunion,2011-02-01,day
2EtBCuKRC2k88kP2Eg5ajP,3 Foot Clearance,2010-12-21,day
4TQ9l4wp33Xnfzh0JIWUB2,Captain EO's Voyage,2010-10-20,day
2N04jkPlyLMMGevNshOkjz,Shadows Between the Sky,2010-02-20,day
158RTAcivrCos3FZcoMtv0,Needle in a Slunk Stack,2009-09-24,day
4ZhIz1XuPQG9mRo5swLb2O,Forensic Follies,2009-09-13,day
1Bc7Y5I4jvnkgC4M90kA9W,A Real Diamond in the Rough,2009-05-26,day
4nmpDYWfvfBlkPbL7wohJN,Pepper's Ghost,2009-03-21,day
4rw46V81I4rkwt51Woz6Us,Elephant Man's Alarm Clock,2009-03-20,day
73rMBcR6fJqfxCFU32759S,Slaughterhouse on the Prairie,2009-03-19,day
5ZdCQFLJyTpXM1tcykCFdb,Albino Slug,2009-03-18,day
2xsg7Z5I7UVJjNH5qM42xH,Acoustic Shards,2007-12-11,day
0TNvR6Co87E75jWohyn2jq,Enter The Chicken,2005-11-01,day
15KTOsbdV7MRkY947hoRKW,Island of Lost Minds,2004,year
52SHWfP9ggb7cg1E0iBH1h,Electric Tears,2002,year
6D6uimTHEc7jUzjswWzQ4u,Monsters & Robots,1999-01-01,day
0LBQdWnuV0CAXyPIngb0UX,Colma,1998-01-01,day
7fczxHO7GneRABGdbji84e,GIANT ROBOT,1994-02-07,day
7yO1gdA1opMF6cJYPlLszI,Live At Red Rocks,2018-01-12,day
3X6Mtzomv5B6Vw47ybwp1j,Live 1977 & 1979,2016-04-29,day
7hvqXsVIITumjaRgszXBDX,Live at Wembley,2011-06-28,day
73iVQndgikX2BpxklY2b5S,Live At Wembley Arena 2010,2010-07-19,day
7utGt5EhGOEMz8pw8G4BPn,Company of Strangers,1995,year
1TLajkX2xG7FZSY5QGqLln,Here Comes Trouble,1992,year
30ts0TMRhxu4usurOw99cE,Holy Water,1990,year
0KB9ufaF3yGVaeWzSV1cJn,Dangerous Age,1988,year
1BT2vhEKgNsLosEEPj9vOa,Fame and Fortune,1986,year
0oWAx2VaD5pSedkktBXU8n,Rough Diamonds (2009 Remaster),1982,year
5mEItsmLNqRetWJftDpIv7,Desolation Angels (40th Anniversary Edition) [2019 Remaster],1979-03-17,day
1yNIJqbC4vSPFcc8mKEWZp,Desolation Angels (2009 Remaster),1979,year
3aMKqbHe0oDeMYUjcGIs0w,Burnin' Sky (Remastered),1977-03-03,day
4sQYdkovT2ITuRcsWEBjU2,Run with the Pack (2017 Remaster),1976-02-21,day
41ItjIHmg4MQ5uR0PgcfQp,Run with the Pack (Deluxe),1976-01-01,day
7357FQavIXJYY4p1VYQd1Z,Straight Shooter (Remastered),1975,year
5VknaZWiywvQJMpPOfB6tA,Bad Company (Remastered),1974,year
7bbgdN9rjaN8QSzk8r1clF,La Cara Oculta,2023-04-07,day
6u3mqRUcBkFk4AvH8OUmuT,3,2022-12-23,day
0iO6Q8yiGBLlZyN49NHkcu,Incerteza,2007-02-16,day
2G7tyzJZ94APnZlNjWrnv4,Skizoo,2005-01-01,day
4gmei4Q8KsxCo1MNnhP9yW,Esencia (Remastered 2019),2019-09-06,day
35jQqPwD8zJGvOLauOWq9k,Pigmalión,2016-10-07,day
39Hc35phq2UlsprVlq0her,Skunk D.F. Madrid Heineken (Live),2015-02-24,day
0IWCfEMYGdn3j6qm4fcP6O,20 Aniversario,2014-06-03,day
27mYLH0jAtUuiOVDZxcBOr,El Crisol,2009-10-06,day
5dAULAF7AEoVWzyxum5CPa,El Año del Dragón,2005-01-01,day
60AO3WAIxQFJ6zUnd7bYJU,Neo,2003-01-01,day
0CGsQ5hgvU2wPrmcz6h7YZ,Angel Or Alien,2021-07-02,day
5tpmUSORZay61ssi3WaKWv,The Simulation,2019-01-11,day
4cQvWOaOguhmfKKGlzzg1S,The Eternal Reign,2017-02-13,day
4uvZWUnoSpdt0ImrOMSrcn,Soul Sphere,2015,year
4eSof5ymOuDnBT0V7WX2xp,Tomorrow We Die Alive,2013,year
5fSihMHKUumwabQJk8wMgO,The Discovery,2011,year
5QywoqHNi6sdfaZsxauSOK,A Higher Place,2009-07-07,day
4ERSdFb7Blzw1Bb6vt1EC6,The New Reign,2007-10-07,day
5jXgvVDRTmHcy1ZJKxxCA7,The Voyages (Rerecorded Version),2020-08-06,day
6Z63V1YXcM6JG7XyWDmevd,Helix,2019-02-15,day
3WR5dQsbKGqKEfUSv91Ys3,TRUE NORTH,2016-12-02,day
0F1LcRwY2mRHJHYVHqbSaZ,THE SIGN,2015-10-09,day
2Xa3AjmH42bzBnhJ0WzWYL,Cubes,2014-08-06,day
3VqBQetjlH3Pl8kLpb2GCy,VI,2022-10-17,day
5UPQkqJmxCg5eZH0gWvoc9,Bosa,2019-03-05,day
6A8FjBn5UyAJzHk7InXPev,EL M4L,2017-04-26,day
5wU93rdbnwLeZxfJJspjTG,Oceanidae,2014-03-10,day
7C1WYdQyy9rSs0Ta8GbY5s,Uluh,2012-01-30,day
59uzZDKcr1aNLnAeZOzbMg,En otro lugar,2010-03-15,day
6RRs5qkJPAH8K5AodaakRR,40 Years at War - The Greatest Hell of Sodom,2022-10-28,day
0mdgJNwMZZhkcMI0CcKzZJ,Genesis XIX,2020-11-27,day
206aB4u0sPDA2Etvj1T9af,Decision Day,2016-08-26,day
4hRtL0lBGLhzU2pzCj9vyA,Epitome of Torture,2013-04-26,day
1lDlkWRgIAQj2ljp5RcVK3,Official Bootleg: The Witchhunter Decade,2012-06-15,day
5vAST1x68KOD0y2GsQsK95,In War and Pieces,2010-11-19,day
3N6n7Opm1oLn3z5sc9PKHb,The Final Sign of Evil,2007-09-28,day
20e5QmCTZCB9BuH7rVFyac,Sodom,2006-04-21,day
4VhSdBgfXVvV1q3FbGi7zT,One Night in Bangkok (Live),2003-07-28,day
6EHohlkdwonfcHovXQjNyY,M-16 (20th Anniversary Edition) [2021 - Remaster],2001-10-22,day
30ZJ9Hbdce6shqyF7UdCxD,Code Red,1999,year
5O4dcEczjX8YfN0NyGYFQ0,Masquerade In Blood,1995-06-01,day
2DvEk4Uvsk0AQ6ZY75JdTG,Get What You Deserve,1994-01-11,day
5d3NXCI2nhU8F1d1PZWdZI,Marooned Live,1994,year
325Tt4aYkDuoJzMO0kX14N,Tapping the Vein,1992,year
5eqTbp8LQrn3NiCwO9vRwb,Better Off Dead,1990-10-01,day
6lg87gGVKeXKei65FnE8JN,Agent Orange,1989,year
7EJjTBLf2FlQ2riOODt9j9,In the Sign of Evil / Obsessed by Cruelty,1988-01-06,day
1bXDmYweklcUDW9pH2yBIU,Mortal Way of Live,1988,year
4riCXKyyPLZZTdWWd5ll9h,Persecution Mania,1987,year
51WmNo2JnvfsRh0xVexlxM,Undaunted Vol. II,2023-05-19,day
7CbdCwlHqUvyGFTMrTHbX3,Anime Lofi and Chill,2023-02-13,day
26cxnpMm9ly0NiwYBD6G3Y,All Chainsaw Man Endings,2023-01-27,day
5YsiTW1qDWJmfGp4UYxOIm,Super Sentai Megamix,2022-07-14,day
6OnNZcs35gZB5NVFnZMjeq,Top 10 Super Sentai Openings,2020-11-02,day
2gTWd3MzK8vRqUDEG5JUsG,Ultimate Disney Megamix,2020-10-02,day
0u62paLrk1jFSxwd2GOiiA,"Undaunted, Vol. I",2020-04-28,day
48N2T2AbUe5VY0GdImENP2,"Covers, Vol. 37",2020-04-03,day
4SV3fwuwVMxPLvn2wxGpE3,"Covers, Vol. 36",2020-01-31,day
5rJGlO8ogHnM6EGnTeByjB,"Covers, Vol. 35",2019-11-07,day
4yuxIywlVCDmfxR9i45KIS,The National Anthem Metal Medley,2019-08-21,day
