album_id,album_name,release_date,release_date_precision
4PERSgw7TXqpEZlIVN6zHr,Hydrograd,2017-06-30,day
1ELcic3NPR2Gi2se01bn7t,"House of Gold & Bones, Part 2",2013-04-05,day
2nCHgPLLyIgxFKUBYuMKPn,"House of Gold & Bones, Part 1",2012-10-17,day
0rhgCL7z1RROeZdEZKpAEK,Audio Secrecy (Special Edition),2010-01-09,day
2TAeZbcOfhZnaL2wLNtPyj,Come What(ever) May,2006-07-24,day
0dZB8UHYsM7jKmm7ByzAVq,Come What(ever) May [10th Anniversary Edition],2006,year
1zxVmbhE7PevJT8Z6w6upn,Stone Sour,2002-08-19,day
6duwuU8xgK7ShKMCrUxfBi,ØF KINGDØM AND CRØWN,2022-08-26,day
72eAOmimODA1nEFaUBbLQG,Burn My Eyes (Live-in-the-Studio 2019),2021-08-23,day
5OhAVXSslPqvWkh7XEj4Wq,Catharsis,2018-01-26,day
3ENqs3pDuMpoQP8E4Y3uVS,Bloodstone & Diamonds (Track Commentary),2014-11-07,day
79EwDnZoH0n7vIAXmYP1cz,Unto the Locust (Special Edition),2011-09-21,day
5sZi94xs9Q1aUpFVLx9RLI,The Blackening,2007,year
6LTkG6sc02q4L1zCm3jD6d,Through the Ashes of Empires,2003-12-16,day
6FikZepfzH2DsjVdeVcgu5,Hellalive,2003-03-11,day
4W35ayLEiRSBBaN4Ov1of1,Supercharger,2001-09-24,day
3hOfgUH1xNzCeJgANjO5dA,The Burning Red,1999-01-01,day
60l0eb8lzf8jNF0K6XsbWL,The More Things Change...,1997-01-01,day
4S4WHsBRNEIha796lnU8NJ,Burn My Eyes,1994-08-08,day
5puvjdeWFxlB0P1222trxX,Lighting Up The Sky,2023-02-24,day
5btGSqThsVyQFAZTj8atck,When Legends Rise,2018-04-27,day
1rn6jiZHqKebeubezws1qI,1000hp,2014-01-01,day
4KvZhLes9MpE8IUZKhxiRF,Live And Inspired,2012-05-28,day
6yOWKkrlpmUWOC5yndULeq,The Oracle (Deluxe Edition),2010-01-01,day
2oJTYN8xPlbz6qURAPTzBa,"Good Times, Bad Times - Ten Years of Godsmack",2007-01-01,day
4GItiNHdsEPdsmrakjAiI6,IV,2006-01-01,day
13qGRN8tCEARDYxmMPdX35,The Other Side,2004-03-01,day
1iNAtkD0iP1wEE8ItzfjZk,Faceless,2003-04-08,day
4uNwpYU5QyX2u0kkkEFLR4,Awake,2000-10-31,day
1w7vC8hjYXhK1fS5cM2fUM,Godsmack,1998-01-01,day
0CjJ3F1RJfx7IH003BpCZ9,When Angels & Serpents Dance (2022 Remixed & Remastered),2022-10-14,day
7fZcJiON0dNa4iE2miGmhw,Satellite (Expanded Edition; 2021 Remaster),2021-09-03,day
0PkJwEKWlcwl9qsmHB9xTK,Circles,2018-11-16,day
3ileNPLE1vlimaNhDXtEzs,The Awakening,2015-08-21,day
6ZLA8OYBtkOXuY7IBXYWDo,SoCal Sessions,2014-11-17,day
0d3DEZm61RSJy9K2CZ3KTt,Murdered Love (Deluxe Edition),2013-10-22,day
7AAaNM2EiM1Yr7YMiNUyIO,Murdered Love,2012-07-10,day
5RIaPLtgEKqhRjLO5KHZfo,Testify,2006,year
22KWsfQZlXZLWXDReAsR7m,"The Warriors EP, Vol. 2",2005-01-23,day
05gn8OafjiVteVcSQrPp9J,Payable on Death (U.S. Version),2003-11-03,day
4eUmncMYQRg0Ot29KKqbuk,Satellite (U.S. Version),2001-09-11,day
3m4tEvOqwOSk3Yy5apKaFq,The Fundamental Elements of Southtown,1999,year
7HImoE1zG01drJk2yesoVI,Live (Remastered),1997-01-01,day
4CBUIziPoWCbGR3fT7ZY64,Brown (Remastered),1996-01-01,day
0LLfZRfdoq8LpWlPorkKcD,Snuff the Punk (Remastered),1994-01-01,day
6T71vnDgOAjNwWykv0cVl4,XL,2022-07-15,day
1YpLsU0HRNQToyTaOUGxoR,Monsters Of Rock,2021-11-18,day
6nxhOrPyoOtWGXw2AmGIyP,State Of Euphoria (30th Anniversary Edition),2018-10-19,day
5RFBQzHHbAa13ZsEzoCUH5,Kings Among Scotland (Live),2018-04-27,day
4m6zTuDlTVlsxikUarA0UK,For All Kings,2016-02-26,day
1L19OH3VWoIcMhZuq70F1u,Worship Music,2013-03-22,day
1qEbkfu6Dh3J0QnR7Ef3iy,Caught In A Mosh - BBC Live In Concert,2007-01-01,day
5zi1BIa6Tv6zKsUuzHVmSP,Alive 2,2005-11-18,day
3qrs17PzGbLWiw5E9Aq3qT,The Greater of Two Evils,2004-11-29,day
1HWNpcD8bvszEk4AtFnhY5,Music of Mass Destruction,2004-07-26,day
4Jn7ICuweRDMzz37hztARn,Stomp 442,2003-11-24,day
60HyhOMJcSZO77f5drIuWZ,We've Come for You All,2003-03-03,day
4JLWdIRzizSmNtltk5TnO6,Volume 8: The Threat is Real,1998-07-21,day
1I91QaXly9tomzqNTqsPFH,Live: The Island Years,1994-01-01,day
4UEFFUEryBRLWUBZOyR5eX,"The Sound of Live Noise: Live at the Wallace Civic Centre, Fitchburg MA 08 Aug '93 (Remastered)",1993,year
6LJLdLewRovTDsA351Nvpn,Persistence of Time (30th Anniversary Edition: Bonus Tracks),1990-08-21,day
3dy6mgYszZm3noUMEgWYGE,State Of Euphoria,1988-01-01,day
37io57O2XOMcchxYVsyhHm,Among The Living (Deluxe Edition),1987-03,month
3gcxOMnjurmCohNUJ6b3vb,Dallas Live 1987 & 1989 - Remastered,1987,year
78gER5snrDyhWhFZw4CWfd,Spreading The Disease (Deluxe),1985-10,month
1xg9CNkTZ6zxN48GxyjANK,Fistful of Metal,1984,year
4O83oaztVuBlPDrp50Q3mh,Post-Apocalypto,2018-11-02,day
4xZwQSk8iAswFsfC2PHRGH,Tenacious D Live,2016-01-15,day
0H6G98SKzREy6AJBAi9srx,Rize Of The Fenix,2012-05-14,day
4loSOC5cGa9QyUcZM6SD0T,Rize Of The Fenix Commentary,2012-05-11,day
4vxL3cLukzWtF16JD2eb2W,The Pick Of Destiny,2006-11-17,day
0zPvqiP3ZmCyYgXdupvdBi,Tenacious D,2001-09-25,day
63a1DgGeNsC197MCiV0X0i,Full Circle,2009-01-01,day
2ENlJXygQX6en4iziijet6,Weathered,2001-01-01,day
3Nyjm9NBEdiaiWr2BEaV46,Human Clay,1999-01-01,day
50EmY7MXVsXoUEdwieYbud,My Own Prison,1997-01-01,day
4ltVQJH0zbxhFYnwx56qIh,Disclaimer (Deluxe Edition),2022-12-16,day
61fYGxrlD51FLZGWSlX68q,"Si Vis Pacem, Para Bellum (Deluxe Edition)",2022-07-01,day
3v3EelZGtSQU2nw6kw8aNk,Vicennial: 2 Decades of Seether,2021-10-15,day
1PZeA9jMCysl7hPkVRehZ2,"Curiosities, Rarities And Pariahs",2021-10-14,day
13lnqlgmaRHQF54C9iiOWO,"Si Vis Pacem, Para Bellum",2020-08-28,day
2CbMgWfTfT4n80PjrDkbbt,Poison The Parish (Deluxe Edition),2017-05-12,day
06GBUPJJk11dHKJ33jWmCc,Isolate And Medicate (Deluxe Edition),2014-01-01,day
1nufo6NDM7sWN029nNeNMY,Seether: 2002 - 2013,2013-10-29,day
7sFBgGnMkhyILW6csCygE0,Holding Onto Strings Better Left To Fray (Bonus Commentary),2012-01-01,day
1Bjmcy5hWGdGQ0zANfgIzh,Holding Onto Strings Better Left To Fray,2011-01-01,day
59Tni3gA1OczshFWTMxmbo,Finding Beauty In Negative Spaces (Bonus Track Version),2007-01-01,day
3LnZPQ4jOUaFGhHk2dW8bb,One Cold Night (Live),2006-01-01,day
1C5xrwfzgDM0hz7Kb035V3,Karma and Effect,2005-01-01,day
1mMgrxFYBUMKANGbapmXxi,Disclaimer II,2004-01-01,day
5u0UdiircjbveLg8cs39iw,Disclaimer,2002-01-01,day
4GmC1YfH3ORbDLQGvB83P9,Con un Par,2019-12-13,day
0wmjIwYe9Rd3dEapfyFAw9,Siente El Rock And Roll,2015-11-06,day
06OdSWiJdrkpKKzs0vqqPQ,Sirena de Metal,2014-01-01,day
5WLtYQNJhCA8rCWDoB9u5a,De Madrid Al Infierno (La Riviera 5 de noviembre de 2011),2012-04-06,day
4Y0Wu4plPfDeRIcTTUxgQA,Cállate!,2010-01-01,day
3qSt4J0XdZsRRfrab9kWzY,El Destino Jugó sus Cartas,2004,year
7atqwJxTLacfIJQwfMdePd,Segundos Fuera,2003-02-03,day
5AyajA7yt9ZtqIl8JVHuwj,La Historia Viva del Rock,1996-01-01,day
708Fol9gslK1fcynOZxtbq,Otra Vez en la Ruta,1995-12-01,day
3n8Tn0EeRxWdOcQ4vjZzLt,Desde El Fondo Del Abismo,1992-07-26,day
3CCJ64KBwsHJxglrZWXP51,Preparate,1991-07-07,day
36PPyAuivxn4FyHcMqR7wB,En Directo,1987-02-01,day
71bX52KVtdWhaViWnIZgLD,El Que Mas,1984-07-01,day
0Jua1iruaAlseLSMeij0sq,Poderoso Como El Trueno,1982-01-23,day
6PriIog2gHZvEYeZsSmaL2,Live at Masters of Rock 2019,2019-11-01,day
3krZ5MFF83oXS7gIh8aOag,Ategnatos,2019-04-05,day
3Rb5pMHWV5ZMVrKOE90wuj,Slania (10 Years),2018-11-16,day
7IBXmEYmSwMAnHBezNrCVX,Evocation II - Pantheon,2017-08-18,day
5hY8AfvL9ZoJPkluEvee9w,Origins,2014-08-01,day
4BM6l9lxkjdr9U9A65DWbS,The Early Years,2012-08-17,day
6Xo3icopNx9jX1NcDLjF5Q,Helvetios,2012-02-10,day
37aMqLq4A4x6OxF1Mgrfwk,Everything Remains (As It Never Was),2010-02-19,day
0oejZRECTMWgXXaVFtmQ2r,Evocation I - The Arcane Dominion,2009-04-17,day
07Tjmpn8NtsbmExBMSx2GJ,Slania (Tour Edition),2008-10-24,day
4UEyHAjtjEs3JNjR4NyyMJ,Slania,2008-02-15,day
6eOCh7GaH0LgICYCPhJJsN,Back From the Dead (Deluxe),2022-12-16,day
27Bw4tTQWjEv3jpp6ynGfu,Back From the Dead,2022-05-06,day
6hIMdrqgLXY73T9411Y7Ux,Vicious,2018-07-27,day
6jPjpEJBxT0HN71TAEohZ0,Into the Wild Life (Deluxe),2015-04-10,day
4TyrGrbnsOVKOXVut2huz2,The Strange Case of... (Deluxe),2012-04-09,day
1d9fNpMEICkIPnJ3r6EG3A,The Strange Case of...,2012-04-03,day
6SePuBazebrrQnIMKTNf2q,"Live in Philly, 2010",2010-11-16,day
7skDnxUOn34OHaunY9BtTn,Halestorm (The 10th Anniversary Edition),2009-04-28,day
5iMlDARMRcsRn0hvFMgDfS,Halestorm (Deluxe),2009-02-25,day
0wBmiBJ7e1Kai98bQVLjpV,Inferno,2013-04-09,day
3vu1XCGph2ipAZ1d09WFca,De Cerebri Mortis,2011-04-05,day
3Bc159N4PedItgVqcaNpzb,Orgullo,2009-04-28,day
0qDhslzUUvDe8az0cRjJNJ,21 Centimetros,2008-03-26,day
5RASfe6XZPob5H5EsZomA4,Barroco,2004-06-18,day
6bLrIvU5L6biPnug0E8Vly,Non Freno,2002,year
6HkG4yOHSDpV7OA6UwudJj,Acoustic Adventures - Volume Two,2022-09-30,day
0s002aD1OaeDEnuz0vY6mN,Acoustic Adventures - Volume One,2022-01-21,day
0jnZY2kif1oFLM9DVVBQ5S,Talviyö,2019-09-06,day
0HEpZQ4ZtS8GkEJeYNdaKX,The Ninth Hour,2016-10-07,day
0ZnXtfyzqTQjGZj58rycKK,Ecliptica Revisited: 15th Anniversary Edition,2014-10-24,day
297cq0wGd5TMmeTDQkhXwW,Pariah's Child (Track Commentary Version),2014-07-18,day
4FE6V8p9ZPF2ul1NJSn1Ls,Pariah's Child,2014-03-28,day
18590qodZBOQwkaSLEhBN4,Stones Grow Her Name,2012-05-16,day
5Huyak6g6mKSQmM8lAkURo,Winterheart's Guild (Bonus Track Version),2012-01-01,day
2HgaP2ezm2jZxS9sOUya9U,Live In Finland,2011-10-10,day
5CnCEg5I002o0qFtFcQVID,Songs of Silence,2010-01-01,day
7ErlZozXFfBV1dXFrr4FFn,The Days Of Grays,2009-09-18,day
0XQtajoPnnLmx4Q5Xj2gH0,Silence (2008 Edition),2008-01-01,day
1Erp1BJXFwtcIbmkchbjCY,Unia,2007-05-25,day
7muQsAOO4bW4nGpdTCfzYq,For The Sake Of Revenge,2006-05-12,day
0gSnFwakkQUSP7Y4peuwmb,Reckoning Night,2004-10-11,day
1EGK8WqziPuJEKAO1fdCkJ,Winterheart's Guild,2002-01-01,day
1gK7Mty8m7UALXxoQhLOaD,The Phantom Tomorrow,2021-10-29,day
0cMYRReRnGyUoAKnr4mN45,Re-Stitch These Wounds,2020-07-31,day
41QjsjJv2WbNgmPkD6dxpv,Vale,2018-01-12,day
4TZA3mmUxcMwinJFCg5M1H,Black Veil Brides,2014-10-27,day
4AVccx2m3SKHLBRH5SxHnI,Black Veil Brides (Spoken Word),2014-10-21,day
7ag4qHiowLMdviYA5BIhNk,Wretched and Divine: The Story Of The Wild Ones Ultimate Edition,2013-01-01,day
0wcIOEo1iicfaxxCRgULOO,Wretched and Divine: The Story Of The Wild Ones,2012-01-01,day
3iTUq3CfkKcD5ZN4zgcDIA,Set The World On Fire,2011-01-01,day
79rUMyGQNnAhZkEeB3Rd7B,We Stitch These Wounds,2010-07-20,day
2FxbVATTBMwI7ytSsYMp6f,MONOMANIA,2020-02-21,day
7J66HLhb0QYzZ5P19tHcZP,Violent Noise,2018-05-04,day
4aWdr0Nnt2wRcqD9OaIDtz,Dark Matter,2016-03-18,day
1WN6W9XKBNrhPeFtmJbieM,REAL.,2014-01-01,day
5LIhPKg9EDgtlX6bPL38Q2,Life Cycles,2012-01-01,day
7oTDUJmbljBeKPSXVckMhl,Deceiver (Deluxe Edition),2010-08-31,day
78WoKLxvEhWJ4bKuqLmQrm,Deceiver,2010-01-01,day
1NqQpcihfQEtMLJ3pz8Wi3,"THANK GOD, THERE ARE HUNDREDS OF WAYS TO KiLL ENEMiES",2020-06-17,day
5GZMmsnK1viNAVvxIBB98A,THE BEAUTiFUL PEOPLE,2016-04-06,day
3TtVUKmo06v25fMePfgKIk,PANDORA,2013-11-20,day
6mogcrDgtlUvRYK5GRlkcc,Silence iz Mine,2008-06-25,day
1xSSkN2xi3XUZoSUKov941,Strike A Nerve,2022-09-30,day
7Mid85e4WO4f9GCP3Xjz8K,Hellelujah,2016-02-05,day
21puuaV6djQmkRi2ZI5Vz4,Sinner (Unlucky 13th Anniversary Deluxe Edition / Bonus Commentary / Disc Two),2015-01-01,day
7nzDYjp8HEWXmpCYveLFh1,Sinner [Unlucky 13th Anniversary Deluxe Edition (Bonus Commentary - Disc One)],2014-01-01,day
46NkCKf9l9TVHryLpDSkr2,Resilience (Deluxe),2013-04-09,day
3vLrefHU9DFP1tMsgw95uO,Drowning Pool,2010-04-27,day
2IOUEmNLTIzIzmaeYmVfsD,Loudest Common Denominator,2009-03-03,day
3PtYnz4Tiq1NKpM2Gw40Bx,Full Circle,2007,year
2rLw6qyXE3fx4abX8acmhy,Desensitized,2004-01-01,day
089oyV5caclve3ap934iRw,Sinner,2001-01-01,day
3ZdGIKa3soHK2dMaBmrLtY,Live at the Palladium,2022-06-03,day
6kkUp557e0o5k0dRBfohJZ,Atonement,2019-08-16,day
1zcMqDzxecHx6JQvi7oFmH,Incarnate,2016-03-11,day
5I6bH0UaVR4LnKmVUWDZoD,Disarm the Descent (Special Edition),2013-03-29,day
2VOrCcwylssybIvX8iC2BR,Killswitch Engage (Special Edition),2009-01-01,day
6iJEtgHTEbVlSS5isIS71z,As Daylight Dies (Special Edition),2006-01-21,day
6NrMjaGIZAKZLMzVnkNY4V,The End of Heartache (Special Edition),2004-05-03,day
3oh7MlSbfeka5mnnQdbLeO,Alive or Just Breathing,2002-05-13,day
7BFo7PKlK9oCPJVPEzNJy7,Alive or Just Breathing (Topshelf Edition),2002,year
1MgyBHsiad6REK9veCUATT,Killswitch Engage (Expanded Edition) [2004 Remaster],2000,year
7cjYEJLJnhiLxSmss0a1k1,Tears On Tape,2013-04-30,day
0qY2kKz8PwIGCMotxpOZgo,XX - Two Decades Of Love Metal,2012-10-26,day
3lCdzWgq2xA2lIrQ24D2hR,SWRMXS,2010-11-26,day
2ROuGFlZq8FNuafizlEMRF,Screamworks: Love in Theory and Practice (Deluxe Version),2009-01-29,day
4dTGZjSM9J5rVcJbPITNLq,Venus Doom (Deluxe Version),2007-09-07,day
2jBm1GvxzyFtiPb5wIUToc,Uneasy Listening Vol. 2,2007-04-13,day
2DrFrDcm9a9owwAZNjVClf,Uneasy Listening Vol.1,2006-10-20,day
1ggF3549NUNFgnjVvU2Dze,Dark Light,2005-09-26,day
2JBPtt6MklUpFpVnpXCEDh,And Love Said No...,2004-03-15,day
6XcCLlJnHqCy0znK4AVzkF,Love Metal,2003-04-14,day
5cIDQKCRHFOEOj20FlmCRr,Deep Shadows And Brilliant Highlights,2001-07-16,day
36tz5XLSdscEvXvzWQwSXv,Razorblade Romance,1999-11-15,day
2ECndAg1GpVZKYGyymbPpp,Razorblade Romance / Deep Shadows & Brilliant Highlights,1999,year
2p7iWrYivSiCScrpNI4qiD,Greatest Love Songs Vol. 666,1997-03-09,day
5So2cOEFCkkxZ7o5DAvpPH,The Alchemy Project,2022-11-11,day
6JQ2JONNlkY9hbi59wCA3s,We Will Take You With Us,2022-09-02,day
1jwEbO79yp9v5KaD8RlLtH,Omega Alive,2021-12-03,day
0x6Rheb4UGiExdfU1vL0QG,Kingdom of Heaven Part 3 - The Antediluvian Universe - Omega Alive -,2021-11-03,day
4Hb5cbP4Z9H9G1HavAra4q,Omega,2021-02-26,day
56nnXtBQCyeSTWpVkjDQM3,Epica vs. Attack on Titan Songs,2018-07-20,day
5FGZ2DPcAkwvr8XCj08W53,The Score 2.0 - An Epic Journey,2017-11-11,day
2vEA9zCNwThKFUEjNJLzxx,The Holographic Principle (Track Commentary),2016-09-30,day
0NvuHEMxG7H93lwd1ZoSIP,The Quantum Enigma (B-Sides),2014-05-03,day
153vVwGZCW362zDSFcr2r5,The Quantum Enigma,2014-05-02,day
2ovt5v6hByweTyVmBXzx2S,Retrospect - 10th Anniversary (Live),2013-11-08,day
6v1PVAPgppTzae7jCZPklp,Requiem for the Indifferent,2012-03-09,day
55XMVRZIAYt0SzDbr2GmYg,Design Your Universe (Gold Edition: Deluxe Edition),2009-10-17,day
4vqXD8pLD66LZm7p4Y7K05,Design Your Universe,2009-10-16,day
5bFTEwx1q7Wnhe9Jo4vIGi,The Classical Conspiracy (Live in Miskolc),2009-05-08,day
0GCDjxk7URd6Glt4mg1EgP,The Divine Conspiracy,2007-09-07,day
050Dza66lBFneTLseVdFP8,Consign To Oblivion (Expanded Edition),2005-04-21,day
5qBmY4zyWEYP8bNJsq9Xjf,The Phantom Agony (Expanded Edition),2003,year
1H3J2vxFHf0WxYUa9iklzu,Cell-0,2020-01-10,day
4I90qsLwz0d6QOdgZWyJAQ,Plays Metallica by Four Cellos - A Live Performance,2018-12-07,day
2tvkEDS7eejwGjh3veJ48I,Live at Download Paris 2016,2016-10-19,day
2CCz7Dc1OWgJvDYRteSFih,Plays Metallica by Four Cellos (2016 Remastered Version),2016-07-22,day
5FhNoft3kq8eAZB979i9X4,Shadowmaker (Track by Track Commentary),2015-04-24,day
5vkzKBmrKllJ2R6v2Qg79w,Shadowmaker,2015-04-17,day
2qBC6mNZpLTP0dheus0w3n,Wagner Reloaded: Live in Leipzig,2013-11-18,day
50CgWtzWF5oLz7XMzZAG6Z,7th Symphony,2010-08-20,day
1rmhml18o2KDLUpYMXq6VQ,Worlds Collide,2007,year
1qfpFfozrBb5lxxevDABt7,Amplified - A Decade of Reinventing the Cello,2006,year
6mWxnJzhOamP7ZCoUkbg2R,Apocalyptica,2005-01-10,day
3gJASTvUI7AYoZdOZl8zdw,Reflections,2003-11-17,day
0WKEzHdxLazfOV6gOC6Tfj,Cult,2000-10-02,day
6leqa6QQESn76w64IdN9yQ,Inquisition Symphony,1998-01-01,day
6Q819VI9zitTJQckqUmi4P,Plays Metallica by Four Cellos,1996,year
6WEHSPX2dO7Y6RiY15zAIR,Live Raw & Uncut,2008-07-15,day
779cLZs0OemjzlFmwuUHud,Poison'd!,2007-01-01,day
27QqTdzZFKTq9IZ0jdb5KK,Hollyweird,2002-05-21,day
4vcdpMbRoA3lNv8LEpzDpB,Power to the People,2000-06-13,day
4AkFbjsocKDLKaE9Bs7pw5,Crack A Smile...And More!,2000-01-01,day
474Tw5RoQtYjPUBUhOtUmO,Native Tongue,1993-01-01,day
2gpDATD3M4C3sECm07zo6A,Swallow This Live (Remastered),1991-11-12,day
7ExdFVqTn4fLFaMHjhv1Rk,Swallow This Live (Deluxe Edition),1991-01-01,day
7alngtync76VqYWSKxcBhB,Flesh & Blood,1990,year
1XKDdHnYVcbcguSX2pXoP8,Open Up And Say . . . Ahh!,1988-05-03,day
2AMWVB3FWknjcMeb6hMZnd,Open Up And Say...Ahh! (20th Anniversary Edition),1988-03-21,day
0xOBnypzEh4WKROJ51LL09,Look What The Cat Dragged In,1986-01-01,day
2SkbSj0eZ2H5uqKYEnMmIe,Look What The Cat Dragged In - 20th Anniversary Edition,1986,year
50CtNizqlxOXeHICmNwc45,No One Sings Like You Anymore,2020-12-11,day
0n7hphNFF3s9pov8oaATFl,Higher Truth,2015-09-18,day
24QtdNLprYc0U57zdMcQoc,Songbook,2011-01-01,day
6UHuRVLnjYlPewQzV4I8ot,Scream (International Version),2009-01-01,day
125bv7EBFzsaqeW2LzY6QP,Carry On,2007-01-01,day
0ixYgnczD7ao9weSDlPFnI,Euphoria Morning,1999-01-01,day
0o5EAbdlKE6AJxfJrObfCU,Surviving: Phoenix Sessions,2021-11-24,day
6mnGRO87UFiKOoHL3BezZ7,Clarity: Phoenix Sessions,2021-11-17,day
41W2Ns2xlYdvXG0aeVi3ig,Futures: Phoenix Sessions,2021-11-10,day
1oXiDeNuXr0A4DFQEr3fhI,Surviving,2019-10-18,day
03hVtUfmQW3fhMbYoliIod,Integrity Blues,2016-10-21,day
3cTKLglWH2XfDfbwqXvaGo,Damage,2013-06-07,day
1TxRb6Hl940xyXG4eL8Tlo,Invented (Deluxe Edition),2010-01-01,day
6mybQ4FrVjGiokykJJbcoA,Chase This Light (Expanded Edition),2007-10-16,day
4Xu33ctS2pLQX9FicNS5IY,Chase This Light,2007-01-01,day
2EDsu3fuAiflZczcFZTr4y,Futures,2004-10-19,day
58EcHXCjDzwqHiXDo9523u,Futures (Deluxe Edition),2004,year
2P6BqQ7RMpgx8lgoeahpW8,Bleed American (Deluxe Edition),2001-07-24,day
0UJhhj5bn5AGAjryFnhueP,Bleed American,2001-07-17,day
0JfCEzWgcuUxrAUZw5eUT4,Clarity (Expanded Edition),1999,year
08EiadO7jxgjbJJdzX8mem,Static Prevails (Bonus Track Version),1996,year
63bPtO8ZGUUFJj9WnPxZtt,Hard-Off,2015-12-18,day
6z53xuBuOr1GFtCgeJNBPG,Show Us Your Hits (International Version),2010-01-01,day
3d5Lv7xdMpNJWOONfakSQj,Hefty Fine,2005-01-01,day
0PDBCsagHX14wYiG63w3qN,Hooray For Boobies (Expanded Edition),1999-10-04,day
12Vg9jAQ2maGpRMY1Lqm9f,One Fierce Beer Coaster,1996-01-01,day
6p0kI2DKjFGUnlqVg4Jgcu,Use Your Fingers,1995-07-17,day
7qQcHGY53jvGEFqCzoNFWn,MADOFF: The Monster of Wall Street (Soundtrack from the Netflix Series),2022-12-30,day
6RjFK0mg5bS09Mt6FYCbXd,Live At Leeds,2022-04-08,day
1qYGq8oNWshgfP8lbjFIgv,Live In Edmonton,2021-11-29,day
3t3AyIGCmdRiftkbOooDS0,I Am Not Alone (Original Motion Picture Soundtrack),2021-09-17,day
6qeR6LBnJTyj9bmCiaGIfm,Truth To Power (Original Motion Picture Soundtrack),2021-08-31,day
4TFUKrSiQOfllpGN3xZokl,Cinematique Series: Violent Violins,2021-08-06,day
4C5pXCQqONKqHIu1afSEJY,Cool Gardens Poetry Suite,2021-07-09,day
65f0r4uvdrhTFe3CmMOzgY,Fuktronic,2020-05-08,day
166dXPRcaMTj6SjQPD3X7C,Spitak (Original Motion Picture Soundtrack),2018-11-30,day
54NnWVWZAl8WOUewhvi4VC,Furious (Original Motion Picture Soundtrack),2017-12-08,day
5uvRS0VWiZLIpUf7RUoeyZ,Intent to Destroy (Original Motion Picture Soundtrack),2017-11-24,day
2TWH1Ctoem9Q9V0zfr9FTi,Midnight Star (Original Game Soundtrack),2017,year
093UIVapccwLMV4jaeqadS,1915 (Original Motion Picture Soundtrack),2016-04-22,day
7IgHsrzR8geVmoEYkyMbD2,The Last Inhabitant (Original Motion Picture Soundtrack),2016,year
2Y1aqjgFlmaLnDd1EFhsno,Harakiri (Deluxe Version),2012-07-06,day
0OEMAwUr2aW4fnh3odR5ON,Harakiri,2012-07-02,day
6IhWwLBgWoLXoa3Wp7DIxb,Burn Series: California Nightmare,2012-02-14,day
21Xb16Ola8TqIiFLtbjirG,Orca Symphony No. 1,2012,year
2pvlsMyQgJpSklDkH4J7yc,Imperfect Harmonies,2010-09-20,day
7x8igMRUT9MAmQRrJiLU6B,Imperfect Harmonies (Deluxe Version),2010-09-17,day
4MrybX2ui8u0G7aY0wFwgQ,Elect the Dead Symphony (Live),2010-02-08,day
6lEk9mHyHXxINEhTyFuYrz,Elect the Dead (Deluxe),2007-10-16,day
63vVB8OrZyh0TcFeZcMIzI,Rise,2022-09-23,day
3iQ4ZY5dGXtnKFGozWm9WI,Dead Letters (Fan Edition),2019-09-06,day
0oH4To3wyqoV04QmjuyQTq,Dark Matters,2018-10-12,day
5dVSC8PX01vG6hVQk52P8F,Tähtisarja - 30 Suosikkia,2012-10-02,day
5T3LqJpb0jMx4MXJngrhNe,The Rasmus,2012-04-18,day
2wqVtLSirBX1ZzebgCtTbn,Black Roses,2008-09-23,day
0bYajSF3jmCykRuUHC4fzM,Hide from the Sun,2005-09-12,day
1J9W7Fkg34vdOVa8gR7dx7,Dead Letters,2003-03-24,day
0veFKwTIiJYjC7tS9bmQqv,Into,2001-10-29,day
1l0ZFClLJxOGh6q039rOc1,Into (Special Edition),2001-01-01,day
6lOfaohf6Avv2M64Gx96uw,Hell Of A Tester,1998,year
4Yqx9Hi6RbVZSZxCvvUJxq,Playboys - Japan Edition,1997,year
1iXYY9avSu7ZDHJi1yZKLM,Peep - Ghostbusters,1996-04-29,day
17h7Jhlt2oS3QdCBZqoprf,A Voyage Through Time (Live),2022-08-26,day
00MlyxAQ1eL5X7YPQn8HPw,Ghost Mile (Deluxe),2020-07-10,day
5SijmVnLx2udeQE4j5cdSM,Colours in the Sun,2019-11-01,day
1RS2T4HhvnOc9m8OaU8QUy,Ghost Mile,2017-05-12,day
4VtaSxkbf8wlIupX1VAH4W,V,2014-06-02,day
5ELVTtbKaz6Ufwn6j199pL,The Meaning of I,2011-06-22,day
4Wxs9MnFCskg9YOiB5rh0S,I Am the Revolution,2009-09-25,day
4GuSnnb2qaznNruPUXmPiu,Univers,2007-01-10,day
0pEtZ6aRWlQ4wpoakpv9N1,Element V,2003-04-01,day
3bNmQxUHeb14nG9y3sxjqD,Comalies XX,2022-10-14,day
66otdwZMfDMVc68Rvq3C6x,Live From The Apocalypse,2021-06-25,day
2Op5m54XfuEqqXYRG0435d,Black Anima (Bonus Tracks Version),2019-10-11,day
75bAr1OZeJ4OVX2v18CHeS,The 119 Show - Live In London,2018-11-09,day
5ddVEy5XVXrK6fEL0jNLYs,Delirium,2016-05-27,day
6P5nvFW7lUOwGGvDNYuVvG,Broken Crown Halo,2014-04-01,day
7m9ZCS7eFROU7vCrE5hIW6,Dark Adrenaline,2012-01-20,day
7kitcTV4f9h0cvH6NaNqH0,Shallow Life,2009-07-13,day
